Creswell Crags V.C. SK539744,SK539744, 453900, 374400,-1.19338412887715,53.2638888941829,01/12/1990,F,27/12/2007,
"Crich Chase layby,A6 SK338530",SK338530, 433800, 353000,-1.49696091130069,53.0731878674028,01/12/1990,F,27/12/2007,
Crich Cliffside layby SK341552,SK341552, 434100, 355200,-1.49225093126748,53.0929440203825,01/12/1990,F,27/12/2007,
Crich/North End SK346548,SK346548, 434600, 354800,-1.48482789464059,53.0893165105731,01/12/1990,F,27/12/2007,
Cromford Station SK303574,SK303574, 430300, 357400,-1.54878574456011,53.1129473990988,01/12/1990,F,27/12/2007,
Cropwell Burler/Back Lane SK683371,SK683371, 468300, 337100,-0.985444945399482,52.9269956731517,01/12/1990,F,27/12/2007,
Crowden c.p. SK073993,SK073993, 407300, 399300,-1.89144337343906,53.4903772504918,01/12/1990,F,27/12/2007,
Cubley Carr layby SK160369,SK160369, 416000, 336900,-1.76342466672935,52.9292888340628,01/12/1990,F,27/12/2007,
Curbar Gap c.p. SK262747,SK262747, 426200, 374700,-1.60862456083773,53.2686666441635,24/11/2002,F,27/12/2007,
Curbar School layby SK247743,SK247743, 424700, 374300,-1.63114529317019,53.2651427260204,01/12/1990,F,27/12/2007,
Cutthroat Bridge/layby SK217874,SK217874, 421700, 387400,-1.67522989949636,53.3830226955065,01/12/1990,F,27/12/2007,
Dalby Wolds layby SK658219,SK658219, 465800, 321900,-1.02568816106935,52.7906880425019,01/12/1990,F,27/12/2007,
Dale/Potato Pit Lane SK444384,SK444384, 444400, 338400,-1.34075936443242,52.9411818239197,01/12/1990,F,27/12/2007,
Danebridge SJ964652,SJ964652, 396400, 365200,-2.0553241639906,53.1839021740481,01/12/1990,F,27/12/2007,
Darley Bridge SK270624,SK270624, 427000, 362400,-1.59766574953547,53.1580674941816,01/12/1990,F,27/12/2007,
Deep Hayes Cy. Pk. SJ961534,SJ961534, 396100, 353400,-2.05966610887725,53.0778293851745,01/12/1990,F,27/12/2007,
Dennis Knoll c.p. [NC ]Stanage Edge SK227843,SK227843, 422700, 384300,-1.66041765782155,53.3551168095552,24/11/2002,F,27/12/2007,
Derbyshire Bridge SK018716,SK018716, 401800, 371600,-1.97448456191253,53.2414399140767,01/12/1990,F,27/12/2007,
Derwent Overlook SK174889,SK174889, 417400, 388900,-1.73979262566326,53.3966630778869,01/12/1990,F,27/12/2007,
Dishley/ A6 layby SK511212,SK511212, 451100, 321200,-1.24376030450407,52.7859841773314,01/12/1990,F,27/12/2007,
Dove Holes layby SK075772,SK075772, 407500, 377200,-1.88894670250111,53.2917267388733,01/12/1990,F,27/12/2007,
Dovedale SK146509,SK146509, 414600, 350900,-1.78362352183066,53.0551759529041,01/12/1990,F,27/12/2007,
Doveridge/Sand Lane SK119342,SK119342, 411900, 334200,-1.82451505707134,52.9051231071303,01/12/1990,F,27/12/2007,
Dronfield/B6057 layby SK365777,SK365777, 436500, 377700,-1.45385323366441,53.2950259929541,01/12/1990,F,27/12/2007,
Duffield Station SK345436,SK345436, 434500, 343600,-1.48751487390769,52.9886490807587,01/12/1990,F,27/12/2007,
Duncan Wood c.p. SK613716,SK613716, 461300, 371600,-1.08299573724629,53.2379197150542,01/12/1990,F,27/12/2007,
Dunnshill SK423384,SK423384, 442300, 338400,-1.37200616263904,52.9413508442855,01/12/1990,F,27/12/2007,
Eckington/Off Mkt. St. SK431794,SK431794, 443100, 379400,-1.3546111385166,53.3098122027329,01/12/1990,F,27/12/2007,
Ecton Bridge SK092577,SK092577, 409200, 357700,-1.86399614411214,53.1164202177953,01/12/1990,F,27/12/2007,
Edale Stn c.p. SK124853,SK124853, 412400, 385300,-1.81512422732342,53.3644440593433,01/12/1990,F,27/12/2007,
Wirestone Quarry/Eddlestow P.S. SK324632,SK324632, 432400, 363200,-1.5168303155171,53.1649587406539,06/05/2003,F,27/12/2007,
Edwinstowe c.p. SK625671,SK625671, 462500, 367100,-1.06589813842213,53.1973358500139,01/12/1990,F,27/12/2007,
Egginton/ Duck St. SK267284,SK267284, 426700, 328400,-1.60494813765144,52.8524582278439,01/12/1990,F,27/12/2007,
Elkesley SK688756,SK688756, 468800, 375600,-0.969778185657687,53.2729528728355,01/12/1990,F,27/12/2007,
Ellastone Bridge SK119425,SK119425, 411900, 342500,-1.82421319183329,52.9797337789803,01/12/1990,F,27/12/2007,
Elton Church SK222610,SK222610, 422200, 361000,-1.66954533547391,53.1457035493753,01/12/1990,F,27/12/2007,
Elvaston Country Pk. SK412332,SK412332, 441200, 333200,-1.38903020510092,52.8946942048269,01/12/1990,F,27/12/2007,
Epperstone/ Church SK651485,SK651485, 465100, 348500,-1.0307496076567,53.0298529231139,01/12/1990,F,27/12/2007,
Errwood Hall SK012749,SK012749, 401200, 374900,-1.98346485150414,53.2711034694662,01/12/1990,F,27/12/2007,
Etwall Church SK269320,SK269320, 426900, 332000,-1.60168255183391,52.8848092464977,01/12/1990,F,27/12/2007,
Exlowmere SK226599,SK226599, 422600, 359900,-1.66364215252406,53.1357991686204,01/12/1990,F,27/12/2007,
Eyam c.p. SK216777,SK216777, 421600, 377700,-1.67739122700921,53.2958381637147,01/12/1990,F,27/12/2007,
Fairholmes c.p. SK173893,SK173893, 417300, 389300,-1.74127473690234,53.4002617130691,01/12/1990,F,27/12/2007,
Fanny's Grove c.p. SK611709,SK611709, 461100, 370900,-1.08612580278224,53.2316513128371,01/12/1990,F,27/12/2007,
Farnah Green/Firestone SK335463,SK335463, 433500, 346300,-1.50213274799486,53.0129821229875,01/12/1990,F,27/12/2007,
Farnsfield Station SK643572,SK643572, 464300, 357200,-1.04094169288069,53.1081432835375,01/12/1990,F,27/12/2007,
Findern/ Church SK309304,SK309304, 430900, 330400,-1.5423922258632,52.8702125317452,01/12/1990,F,27/12/2007,
"Foolow, road side parking[ NC], just south of Foolow, junction with A623 SK193759",SK193759, 419300, 375900,-1.71200673669506,53.2797468125474,24/11/2002,F,27/12/2007,
Ford P.S. SK402803,SK402803, 440200, 380300,-1.39801662745201,53.3181288484001,01/12/1990,F,27/12/2007,
Foremark Reservoir c.p. at Dovecote Hill SK334243,SK334243, 433400, 324300,-1.50587505895954,52.8152301802321,06/05/2003,F,27/12/2007,
Foremark Resr (N) SK336248,SK336248, 433600, 324800,-1.50285646024022,52.8197123220187,01/12/1990,F,27/12/2007,
Foremark Resr (S) SK335223,SK335223, 433500, 322300,-1.50459546928804,52.7972458072074,01/12/1990,F,27/12/2007,
Foxton Locks P.S. SP692891,SP692891, 469200, 289100,-0.982139264807741,52.4954445508126,01/12/1990,F,27/12/2007,
Friden c.p. SK172607,SK172607, 417200, 360700,-1.744314105916,53.1431904841846,01/12/1990,F,27/12/2007,
Froghall Wharf c.p. SK027477,SK027477, 402700, 347700,-1.9611915309278,53.0266003264859,01/12/1990,F,27/12/2007,
Gaddesby/ Main St. SK688130,SK688130, 468800, 313000,-0.983073173736453,52.7103197547689,01/12/1990,F,27/12/2007,
Garner Lane layby SK367548,SK367548, 436700, 354800,-1.45347380223007,53.0891768695435,01/12/1990,F,27/12/2007,
Glen Howe Park SK296943,SK296943, 429600, 394300,-1.55582369401476,53.4446599967182,01/12/1990,F,27/12/2007,
Glossop SK034942,SK034942, 403400, 394200,-1.95027535746225,53.4445748261695,01/12/1990,F,27/12/2007,
Goyt Valley/Bunsal Cob c.p. SK019759,SK019759, 401900, 375900,-1.97296345838479,53.2800902640536,24/11/2002,F,27/12/2007,
Goyts Clough Quarry SK012734,SK012734, 401200, 373400,-1.9834694587059,53.2576206862668,01/12/1990,F,27/12/2007,
Goyts Lane SK025752,SK025752, 402500, 375200,-1.96397000638995,53.2737957229069,01/12/1990,F,27/12/2007,
Gradbach c.p. SJ998662,SJ998662, 399800, 366200,-2.004446685133,53.1929041295844,24/11/2002,F,27/12/2007,
Grange Park c.p. SK392943,SK392943, 439200, 394300,-1.41129716090478,53.4440368324854,01/12/1990,F,27/12/2007,
Greasley Church layby SK490472,SK490472, 449000, 347200,-1.27098823558807,53.0198806398891,01/12/1990,F,27/12/2007,
Greenway Bank Cy.Pk. SJ888552,SJ888552, 388800, 355200,-2.16870001336219,53.0939047110745,01/12/1990,F,27/12/2007,
Grindleford Stn/Cafe [NC ]SK251787,SK251787, 425100, 378700,-1.62480269413369,53.3046735171911,01/12/1990,F,27/12/2007,
Grindon church c.p. [NC ]SK085544,SK085544, 408500, 354400,-1.87454075729468,53.0867678658467,24/11/2002,F,27/12/2007,
Grinlow c.p. SK049720,SK049720, 404900, 372000,-1.92802829221311,53.2450161157254,24/11/2002,F,27/12/2007,
Groby Pool SK524080,SK524080, 452400, 308000,-1.22658722800105,52.6672070274462,01/12/1990,F,27/12/2007,
Halam Pumping Stn. SK668536,SK668536, 466800, 353600,-1.00434932154763,53.0754812588132,01/12/1990,F,27/12/2007,
Hallgates c.p. SK542114,SK542114, 454200, 311400,-1.19941483937195,52.6975928341659,01/12/1990,F,27/12/2007,
Hanbury Common P.S. SK174283,SK174283, 417400, 328300,-1.74305533711279,52.8519376201232,01/12/1990,F,27/12/2007,
Hardstoft Road c.p. SK430624,SK430624, 443000, 362400,-1.3583980529206,53.157020817481,01/12/1990,F,27/12/2007,
Hardwick/Millers Rd. SK453640,SK453640, 445300, 364000,-1.3237787340427,53.1712110747072,01/12/1990,F,27/12/2007,
Harlaston layby SK217111,SK217111, 421700, 311100,-1.68033354201042,52.6971648500528,01/12/1990,F,27/12/2007,
Harthill/ Stores SK493808,SK493808, 449300, 380800,-1.26135178316107,53.3218578109207,01/12/1990,F,27/12/2007,
Hartington Stn c.p. SK149611,SK149611, 414900, 361100,-1.77867992251986,53.1468548185369,01/12/1990,F,27/12/2007,
Hartington Village/Square SK128605,SK128605, 412800, 360500,-1.81010055646901,53.1415156403001,01/12/1990,F,27/12/2007,
Hartshorne/Manchester Ln. SK327207,SK327207, 432700, 320700,-1.51661882154458,52.7829119697273,01/12/1990,F,27/12/2007,
Hathersage main c.p. SK231814,SK231814, 423100, 381400,-1.65461878305228,53.3290329398048,24/11/2002,F,27/12/2007,
Hatton c.p.  SK216298,SK216298, 421600, 329800,-1.68058848773435,52.8652708478216,01/12/1990,F,27/12/2007,
Haywood Oaks SK605549,SK605549, 460500, 354900,-1.09813013105442,53.0879140501585,01/12/1990,F,27/12/2007,
Haywood/Froggatt Edge c.p. SK256777,SK256777, 425600, 377700,-1.61738003376092,53.2956612679177,25/11/2002,F,27/12/2007,
Hazelslade Nat. Res. SK023128,SK023128, 402300, 312800,-1.96738884362218,52.7128730907641,01/12/1990,F,27/12/2007,
Heath Par. Church SK448670,SK448670, 444800, 367000,-1.33083878251684,53.1982178516089,01/12/1990,F,27/12/2007,
Heather Hall Fm. layby SK381108,SK381108, 438100, 310800,-1.43770522007694,52.6935667570832,01/12/1990,F,27/12/2007,
Heatherdene c.p. SK202859,SK202859, 420200, 385900,-1.69787549207137,53.3695989705864,01/12/1990,F,27/12/2007,
